54	11	0
115	11	0
112	11	0
118	11	0
130	11	0
142	11	0
106	11	0
51	12	1
121	12	1
75	12	1
116	12	1
112	12	1
42	12	1
4	12	1
95	12	0
54	12	0
113	12	0
138	12	0
13	12	0
107	12	0
118	12	0
130	12	0
142	12	0
12	12	0
31	12	0
95	13	1
54	13	1
113	13	1
13	13	1
107	13	1
118	13	1
130	13	1
142	13	1
12	13	1
31	13	1
51	13	0
121	13	0
75	13	0
116	13	0
112	13	0
138	13	0
42	13	0
95	14	1
121	14	1
54	14	1
113	14	1
115	14	1
112	14	1
118	14	1
130	14	1
142	14	1
106	14	1
21	14	0
75	14	0
116	14	0
138	14	0
13	14	0
10	14	0
42	14	0
4	14	0
31	14	0
51	15	1
21	15	1
75	15	1
116	15	1
138	15	1
13	15	1
10	15	1
42	15	1
31	15	1
121	15	0
54	15	0
113	15	0
115	15	0
112	15	0
107	15	0
118	15	0
142	15	0
12	15	0
106	15	0
51	16	1
21	16	1
75	16	1
116	16	1
138	16	1
13	16	1
10	16	1
31	16	1
121	16	0
54	16	0
113	16	0
115	16	0
112	16	0
107	16	0
118	16	0
142	16	0
12	16	0
106	16	0
121	17	1
54	17	1
113	17	1
115	17	1
112	17	1
13	17	1
107	17	1
10	17	1
142	17	1
12	17	1
106	17	1
31	17	1
51	17	0
21	17	0
116	17	0
138	17	0
42	17	0
4	17	0
118	17	0
95	18	1
121	18	1
113	18	1
115	18	1
112	18	1
107	18	1
118	18	1
130	18	1
142	18	1
12	18	1
51	18	0
54	18	0
21	18	0
116	18	0
138	18	0
13	18	0
10	18	0
42	18	0
4	18	0
31	18	0
95	19	1
51	19	1
54	19	1
113	19	1
21	19	1
116	19	1
112	19	1
138	19	1
13	19	1
107	19	1
42	19	1
118	19	1
142	19	1
121	19	0
115	19	0
4	19	0
130	19	0
12	19	0
31	19	0
113	20	1
115	20	1
13	20	1
4	20	1
12	20	1
31	20	1
95	20	0
51	20	0
121	20	0
54	20	0
21	20	0
116	20	0
112	20	0
138	20	0
107	20	0
42	20	0
118	20	0
130	20	0
142	20	0
51	21	1
54	21	1
113	21	1
21	21	1
63	21	1
112	21	1
13	21	1
107	21	1
12	21	1
106	21	1
95	21	0
115	21	0
138	21	0
10	21	0
4	21	0
118	21	0
130	21	0
31	21	0
95	22	1
121	22	1
54	22	1
113	22	1
138	22	1
13	22	1
20	22	1
107	22	1
10	22	1
118	22	1
142	22	1
12	22	1
106	22	1
51	22	0
115	22	0
116	22	0
112	22	0
4	22	0
25	22	0
31	22	0
95	23	1
121	23	1
54	23	1
113	23	1
138	23	1
13	23	1
20	23	1
107	23	1
10	23	1
118	23	1
142	23	1
12	23	1
106	23	1
51	23	0
115	23	0
63	23	0
112	23	0
42	23	0
4	23	0
25	23	0
31	23	0
95	24	1
51	24	1
121	24	1
21	24	1
116	24	1
63	24	1
112	24	1
20	24	1
42	24	1
4	24	1
142	24	1
25	24	1
31	24	1
54	24	0
113	24	0
138	24	0
13	24	0
107	24	0
10	24	0
118	24	0
12	24	0
106	24	0
51	25	1
54	25	1
113	25	1
138	25	1
13	25	1
107	25	1
10	25	1
118	25	1
142	25	1
12	25	1
106	25	1
95	25	0
121	25	0
21	25	0
116	25	0
63	25	0
112	25	0
20	25	0
42	25	0
4	25	0
25	25	0
31	25	0
113	26	1
115	26	1
21	26	1
63	26	1
20	26	1
10	26	1
106	26	1
31	26	1
95	26	0
51	26	0
121	26	0
54	26	0
116	26	0
112	26	0
138	26	0
13	26	0
107	26	0
42	26	0
4	26	0
118	26	0
130	26	0
142	26	0
12	26	0
25	26	0
95	27	1
51	27	1
121	27	1
116	27	1
112	27	1
138	27	1
107	27	1
42	27	1
118	27	1
142	27	1
12	27	1
25	27	1
54	27	0
113	27	0
115	27	0
21	27	0
63	27	0
13	27	0
20	27	0
10	27	0
4	27	0
130	27	0
106	27	0
31	27	0
51	28	1
54	28	1
113	28	1
115	28	1
21	28	1
63	28	1
13	28	1
10	28	1
4	28	1
130	28	1
106	28	1
31	28	1
95	28	0
121	28	0
116	28	0
112	28	0
138	28	0
20	28	0
107	28	0
42	28	0
118	28	0
142	28	0
12	28	0
25	28	0
95	29	1
51	29	1
121	29	1
116	29	1
112	29	1
138	29	1
107	29	1
42	29	1
118	29	1
142	29	1
12	29	1
25	29	1
54	29	0
113	29	0
115	29	0
21	29	0
63	29	0
13	29	0
20	29	0
10	29	0
4	29	0
130	29	0
106	29	0
31	29	0
95	30	1
121	30	1
115	30	1
112	30	1
10	30	1
42	30	1
4	30	1
118	30	1
142	30	1
25	30	1
31	30	1
51	30	0
54	30	0
113	30	0
21	30	0
116	30	0
63	30	0
138	30	0
13	30	0
20	30	0
107	30	0
130	30	0
12	30	0
106	30	0
51	31	1
54	31	1
21	31	1
116	31	1
63	31	1
138	31	1
13	31	1
20	31	1
107	31	1
130	31	1
12	31	1
106	31	1
95	31	0
121	31	0
113	31	0
115	31	0
112	31	0
10	31	0
42	31	0
4	31	0
118	31	0
142	31	0
25	31	0
31	31	0
51	32	1
21	32	1
116	32	1
63	32	1
138	32	1
13	32	1
20	32	1
107	32	1
12	32	1
95	32	0
121	32	0
54	32	0
113	32	0
115	32	0
112	32	0
10	32	0
42	32	0
4	32	0
118	32	0
130	32	0
142	32	0
106	32	0
25	32	0
31	32	0
51	33	1
21	33	1
116	33	1
63	33	1
138	33	1
13	33	1
20	33	1
95	33	0
121	33	0
54	33	0
113	33	0
115	33	0
112	33	0
107	33	0
10	33	0
42	33	0
4	33	0
118	33	0
130	33	0
142	33	0
12	33	0
106	33	0
25	33	0
31	33	0
51	34	1
54	34	1
113	34	1
21	34	1
116	34	1
63	34	1
138	34	1
13	34	1
20	34	1
107	34	1
130	34	1
12	34	1
106	34	1
95	34	0
121	34	0
115	34	0
112	34	0
10	34	0
42	34	0
4	34	0
118	34	0
142	34	0
25	34	0
31	34	0
95	35	1
121	35	1
54	35	1
113	35	1
21	35	1
63	35	1
112	35	1
20	35	1
42	35	1
4	35	1
142	35	1
106	35	1
31	35	1
51	35	0
116	35	0
138	35	0
13	35	0
107	35	0
10	35	0
118	35	0
130	35	0
12	35	0
25	35	0
51	36	1
121	36	1
54	36	1
21	36	1
116	36	1
112	36	1
138	36	1
13	36	1
20	36	1
107	36	1
42	36	1
130	36	1
12	36	1
25	36	1
95	36	0
115	36	0
10	36	0
4	36	0
118	36	0
106	36	0
31	36	0
51	37	1
121	37	1
54	37	1
21	37	1
82	37	1
63	37	1
112	37	1
138	37	1
13	37	1
20	37	1
107	37	1
42	37	1
130	37	1
12	37	1
25	37	1
95	37	0
113	37	0
115	37	0
10	37	0
4	37	0
118	37	0
142	37	0
37	37	0
106	37	0
31	37	0
51	38	1
113	38	1
21	38	1
82	38	1
138	38	1
13	38	1
20	38	1
107	38	1
12	38	1
37	38	1
95	38	0
121	38	0
54	38	0
115	38	0
63	38	0
112	38	0
10	38	0
42	38	0
4	38	0
118	38	0
130	38	0
142	38	0
106	38	0
25	38	0
31	38	0
95	39	1
51	39	1
121	39	1
115	39	1
21	39	1
82	39	1
63	39	1
112	39	1
138	39	1
20	39	1
10	39	1
42	39	1
4	39	1
118	39	1
142	39	1
25	39	1
54	39	0
113	39	0
13	39	0
107	39	0
130	39	0
12	39	0
37	39	0
106	39	0
31	39	0
51	40	1
21	40	1
82	40	1
138	40	1
13	40	1
20	40	1
107	40	1
12	40	1
37	40	1
95	40	0
121	40	0
54	40	0
113	40	0
115	40	0
63	40	0
112	40	0
10	40	0
42	40	0
4	40	0
118	40	0
130	40	0
142	40	0
106	40	0
25	40	0
31	40	0
51	41	1
21	41	1
138	41	1
13	41	1
20	41	1
107	41	1
12	41	1
37	41	1
95	41	0
121	41	0
54	41	0
113	41	0
115	41	0
82	41	0
63	41	0
112	41	0
10	41	0
42	41	0
4	41	0
118	41	0
130	41	0
142	41	0
106	41	0
25	41	0
31	41	0
95	42	1
51	42	1
121	42	1
21	42	1
63	42	1
112	42	1
138	42	1
20	42	1
10	42	1
42	42	1
4	42	1
118	42	1
142	42	1
37	42	1
25	42	1
54	42	0
113	42	0
115	42	0
82	42	0
13	42	0
107	42	0
130	42	0
12	42	0
106	42	0
31	42	0
95	43	1
51	43	1
121	43	1
63	43	1
112	43	1
138	43	1
20	43	1
10	43	1
42	43	1
4	43	1
118	43	1
142	43	1
25	43	1
54	43	0
113	43	0
115	43	0
21	43	0
82	43	0
13	43	0
107	43	0
130	43	0
12	43	0
37	43	0
106	43	0
31	43	0
51	44	1
54	44	1
113	44	1
21	44	1
82	44	1
138	44	1
13	44	1
20	44	1
107	44	1
130	44	1
12	44	1
37	44	1
106	44	1
95	44	0
121	44	0
115	44	0
63	44	0
112	44	0
10	44	0
42	44	0
4	44	0
118	44	0
142	44	0
25	44	0
31	44	0
95	45	1
121	45	1
113	45	1
82	45	1
138	45	1
13	45	1
20	45	1
107	45	1
10	45	1
42	45	1
130	45	1
12	45	1
37	45	1
51	45	0
54	45	0
115	45	0
21	45	0
116	45	0
112	45	0
4	45	0
118	45	0
142	45	0
106	45	0
25	45	0
31	45	0
113	46	1
82	46	1
138	46	1
13	46	1
20	46	1
107	46	1
130	46	1
12	46	1
37	46	1
95	46	0
51	46	0
121	46	0
54	46	0
115	46	0
21	46	0
116	46	0
112	46	0
10	46	0
42	46	0
4	46	0
118	46	0
142	46	0
106	46	0
25	46	0
31	46	0
51	47	1
54	47	1
113	47	1
21	47	1
82	47	1
138	47	1
13	47	1
20	47	1
107	47	1
130	47	1
12	47	1
37	47	1
106	47	1
95	47	0
121	47	0
115	47	0
116	47	0
63	47	0
112	47	0
10	47	0
42	47	0
4	47	0
118	47	0
142	47	0
25	47	0
31	47	0
51	48	1
113	48	1
21	48	1
82	48	1
138	48	1
13	48	1
20	48	1
107	48	1
12	48	1
37	48	1
95	48	0
121	48	0
54	48	0
115	48	0
116	48	0
63	48	0
112	48	0
10	48	0
42	48	0
4	48	0
118	48	0
130	48	0
142	48	0
106	48	0
25	48	0
31	48	0
51	49	1
54	49	1
113	49	1
21	49	1
82	49	1
138	49	1
13	49	1
20	49	1
107	49	1
130	49	1
12	49	1
37	49	1
106	49	1
95	49	0
121	49	0
115	49	0
116	49	0
63	49	0
112	49	0
10	49	0
42	49	0
4	49	0
118	49	0
142	49	0
25	49	0
31	49	0
95	50	1
121	50	1
115	50	1
116	50	1
63	50	1
112	50	1
10	50	1
42	50	1
4	50	1
118	50	1
142	50	1
25	50	1
31	50	1
51	50	0
54	50	0
113	50	0
21	50	0
82	50	0
138	50	0
13	50	0
20	50	0
107	50	0
130	50	0
12	50	0
37	50	0
106	50	0
95	51	1
51	51	1
121	51	1
115	51	1
116	51	1
63	51	1
112	51	1
10	51	1
42	51	1
4	51	1
118	51	1
142	51	1
25	51	1
31	51	1
54	51	0
113	51	0
21	51	0
82	51	0
138	51	0
13	51	0
20	51	0
107	51	0
130	51	0
12	51	0
37	51	0
106	51	0
95	52	1
121	52	1
54	52	1
113	52	1
115	52	1
82	52	1
112	52	1
13	52	1
107	52	1
10	52	1
42	52	1
4	52	1
118	52	1
130	52	1
142	52	1
12	52	1
106	52	1
25	52	1
31	52	1
51	52	0
21	52	0
116	52	0
63	52	0
138	52	0
20	52	0
37	52	0
95	53	1
51	53	1
121	53	1
115	53	1
21	53	1
116	53	1
63	53	1
112	53	1
20	53	1
10	53	1
42	53	1
4	53	1
118	53	1
142	53	1
25	53	1
31	53	1
54	53	0
113	53	0
82	53	0
138	53	0
13	53	0
107	53	0
130	53	0
12	53	0
37	53	0
106	53	0
51	54	1
54	54	1
113	54	1
21	54	1
82	54	1
138	54	1
13	54	1
20	54	1
107	54	1
130	54	1
12	54	1
37	54	1
106	54	1
95	54	0
121	54	0
115	54	0
116	54	0
63	54	0
112	54	0
10	54	0
42	54	0
4	54	0
118	54	0
142	54	0
25	54	0
31	54	0
95	55	1
51	55	1
121	55	1
115	55	1
116	55	1
63	55	1
112	55	1
20	55	1
10	55	1
42	55	1
4	55	1
118	55	1
142	55	1
25	55	1
54	55	0
113	55	0
21	55	0
82	55	0
138	55	0
13	55	0
107	55	0
130	55	0
12	55	0
37	55	0
106	55	0
31	55	0
51	56	1
121	56	1
54	56	1
113	56	1
115	56	1
138	56	1
13	56	1
107	56	1
10	56	1
118	56	1
130	56	1
142	56	1
12	56	1
106	56	1
95	56	0
21	56	0
82	56	0
63	56	0
112	56	0
20	56	0
42	56	0
4	56	0
37	56	0
25	56	0
31	56	0
95	57	1
121	57	1
113	57	1
21	57	1
116	57	1
63	57	1
112	57	1
138	57	1
13	57	1
20	57	1
42	57	1
4	57	1
142	57	1
37	57	1
25	57	1
51	57	0
54	57	0
115	57	0
82	57	0
107	57	0
10	57	0
118	57	0
130	57	0
12	57	0
106	57	0
31	57	0
51	58	1
121	58	1
54	58	1
113	58	1
115	58	1
21	58	1
82	58	1
138	58	1
13	58	1
107	58	1
10	58	1
118	58	1
130	58	1
142	58	1
12	58	1
106	58	1
95	58	0
116	58	0
63	58	0
112	58	0
20	58	0
42	58	0
4	58	0
37	58	0
25	58	0
31	58	0
51	59	1
54	59	1
116	59	1
138	59	1
13	59	1
107	59	1
118	59	1
130	59	1
12	59	1
106	59	1
95	59	0
121	59	0
113	59	0
115	59	0
21	59	0
82	59	0
63	59	0
112	59	0
20	59	0
10	59	0
42	59	0
4	59	0
142	59	0
37	59	0
25	59	0
31	59	0
51	60	1
121	60	1
54	60	1
113	60	1
115	60	1
21	60	1
138	60	1
13	60	1
107	60	1
10	60	1
118	60	1
130	60	1
142	60	1
12	60	1
106	60	1
95	60	0
82	60	0
116	60	0
63	60	0
112	60	0
20	60	0
42	60	0
4	60	0
37	60	0
25	60	0
31	60	0
54	61	1
82	61	1
107	61	1
10	61	1
118	61	1
130	61	1
12	61	1
106	61	1
31	61	1
95	61	0
51	61	0
121	61	0
113	61	0
115	61	0
21	61	0
116	61	0
63	61	0
112	61	0
138	61	0
20	61	0
42	61	0
4	61	0
142	61	0
37	61	0
25	61	0
116	62	1
107	62	1
118	62	1
130	62	1
12	62	1
25	62	1
95	62	0
51	62	0
121	62	0
54	62	0
113	62	0
115	62	0
21	62	0
82	62	0
63	62	0
112	62	0
138	62	0
20	62	0
10	62	0
42	62	0
4	62	0
142	62	0
37	62	0
106	62	0
31	62	0
21	63	1
63	63	1
107	63	1
10	63	1
118	63	1
130	63	1
12	63	1
25	63	1
95	63	0
51	63	0
121	63	0
54	63	0
113	63	0
115	63	0
82	63	0
116	63	0
112	63	0
138	63	0
20	63	0
42	63	0
4	63	0
142	63	0
37	63	0
106	63	0
31	63	0
51	64	1
115	64	1
112	64	1
107	64	1
10	64	1
118	64	1
130	64	1
12	64	1
25	64	1
95	64	0
121	64	0
54	64	0
113	64	0
21	64	0
82	64	0
63	64	0
138	64	0
20	64	0
42	64	0
4	64	0
142	64	0
37	64	0
106	64	0
31	64	0
95	65	1
21	65	1
82	65	1
63	65	1
20	65	1
4	65	1
37	65	1
31	65	1
51	65	0
121	65	0
54	65	0
113	65	0
115	65	0
116	65	0
112	65	0
138	65	0
107	65	0
10	65	0
42	65	0
118	65	0
130	65	0
142	65	0
12	65	0
106	65	0
25	65	0
107	66	1
118	66	1
130	66	1
12	66	1
25	66	1
95	66	0
51	66	0
121	66	0
54	66	0
113	66	0
115	66	0
21	66	0
82	66	0
116	66	0
63	66	0
112	66	0
138	66	0
20	66	0
10	66	0
42	66	0
4	66	0
142	66	0
37	66	0
106	66	0
31	66	0
115	67	1
112	67	1
107	67	1
10	67	1
118	67	1
130	67	1
12	67	1
25	67	1
95	67	0
51	67	0
121	67	0
54	67	0
113	67	0
21	67	0
82	67	0
116	67	0
63	67	0
138	67	0
20	67	0
42	67	0
4	67	0
142	67	0
37	67	0
106	67	0
31	67	0
95	68	1
21	68	1
82	68	1
116	68	1
63	68	1
112	68	1
20	68	1
42	68	1
4	68	1
37	68	1
25	68	1
31	68	1
51	68	0
121	68	0
54	68	0
113	68	0
115	68	0
138	68	0
13	68	0
107	68	0
10	68	0
118	68	0
130	68	0
142	68	0
12	68	0
106	68	0
51	69	1
121	69	1
54	69	1
113	69	1
115	69	1
138	69	1
13	69	1
107	69	1
10	69	1
118	69	1
130	69	1
142	69	1
12	69	1
106	69	1
95	69	0
21	69	0
82	69	0
116	69	0
63	69	0
112	69	0
20	69	0
42	69	0
4	69	0
37	69	0
25	69	0
31	69	0
51	70	1
54	70	1
115	70	1
116	70	1
112	70	1
138	70	1
107	70	1
10	70	1
118	70	1
130	70	1
12	70	1
25	70	1
95	70	0
121	70	0
113	70	0
21	70	0
82	70	0
63	70	0
20	70	0
42	70	0
142	70	0
37	70	0
106	70	0
31	70	0
95	71	1
121	71	1
113	71	1
21	71	1
82	71	1
63	71	1
20	71	1
42	71	1
142	71	1
37	71	1
106	71	1
31	71	1
51	71	0
54	71	0
115	71	0
116	71	0
112	71	0
138	71	0
107	71	0
10	71	0
118	71	0
130	71	0
12	71	0
25	71	0
54	72	1
112	72	1
107	72	1
10	72	1
118	72	1
130	72	1
12	72	1
25	72	1
95	72	0
51	72	0
121	72	0
113	72	0
115	72	0
21	72	0
82	72	0
116	72	0
63	72	0
138	72	0
20	72	0
42	72	0
142	72	0
37	72	0
106	72	0
31	72	0
51	73	1
54	73	1
115	73	1
112	73	1
138	73	1
20	73	1
107	73	1
10	73	1
118	73	1
130	73	1
12	73	1
106	73	1
25	73	1
95	73	0
121	73	0
113	73	0
21	73	0
82	73	0
116	73	0
63	73	0
42	73	0
142	73	0
37	73	0
31	73	0
51	74	1
54	74	1
115	74	1
112	74	1
138	74	1
107	74	1
10	74	1
118	74	1
130	74	1
12	74	1
106	74	1
95	74	0
121	74	0
113	74	0
21	74	0
82	74	0
116	74	0
63	74	0
20	74	0
42	74	0
142	74	0
37	74	0
25	74	0
31	74	0
95	75	1
121	75	1
54	75	1
113	75	1
115	75	1
21	75	1
82	75	1
63	75	1
138	75	1
20	75	1
42	75	1
130	75	1
142	75	1
37	75	1
106	75	1
31	75	1
51	75	0
116	75	0
112	75	0
107	75	0
10	75	0
118	75	0
12	75	0
25	75	0
51	76	1
116	76	1
112	76	1
107	76	1
10	76	1
118	76	1
12	76	1
25	76	1
95	76	0
121	76	0
54	76	0
113	76	0
115	76	0
21	76	0
82	76	0
63	76	0
138	76	0
20	76	0
42	76	0
130	76	0
142	76	0
37	76	0
106	76	0
31	76	0
51	77	1
54	77	1
115	77	1
112	77	1
138	77	1
107	77	1
10	77	1
118	77	1
130	77	1
12	77	1
106	77	1
25	77	1
95	77	0
121	77	0
113	77	0
21	77	0
82	77	0
116	77	0
63	77	0
20	77	0
42	77	0
142	77	0
37	77	0
31	77	0
54	78	1
112	78	1
107	78	1
10	78	1
118	78	1
130	78	1
12	78	1
25	78	1
95	78	0
51	78	0
121	78	0
113	78	0
115	78	0
21	78	0
82	78	0
116	78	0
63	78	0
138	78	0
20	78	0
42	78	0
142	78	0
37	78	0
106	78	0
31	78	0
51	79	1
21	79	1
116	79	1
112	79	1
20	79	1
42	79	1
118	79	1
121	79	0
54	79	0
113	79	0
63	79	0
138	79	0
107	79	0
142	79	0
31	79	0
51	80	1
82	80	1
42	80	1
118	80	1
121	80	0
54	80	0
113	80	0
21	80	0
116	80	0
63	80	0
112	80	0
138	80	0
20	80	0
107	80	0
10	80	0
142	80	0
12	80	0
37	80	0
31	80	0
121	81	1
54	81	1
113	81	1
82	81	1
63	81	1
112	81	1
138	81	1
13	81	1
20	81	1
107	81	1
42	81	1
130	81	1
142	81	1
12	81	1
37	81	1
51	81	0
21	81	0
116	81	0
25	81	0
121	82	1
54	82	1
82	82	1
63	82	1
112	82	1
138	82	1
20	82	1
10	82	1
42	82	1
4	82	1
76	82	1
37	82	1
106	82	1
95	82	0
113	82	0
13	82	0
107	82	0
118	82	0
12	82	0
95	83	1
51	83	1
54	83	1
144	83	1
113	83	1
115	83	1
21	83	1
82	83	1
63	83	1
138	83	1
13	83	1
20	83	1
107	83	1
10	83	1
4	83	1
142	83	1
12	83	1
37	83	1
106	83	1
31	83	1
118	83	0
95	84	1
144	84	1
113	84	1
115	84	1
13	84	1
107	84	1
10	84	1
118	84	1
142	84	1
12	84	1
106	84	1
51	84	0
21	84	0
82	84	0
63	84	0
112	84	0
138	84	0
20	84	0
4	84	0
76	84	0
31	84	0
51	85	1
21	85	1
116	85	1
63	85	1
138	85	1
76	85	1
95	85	0
54	85	0
144	85	0
113	85	0
115	85	0
82	85	0
13	85	0
107	85	0
10	85	0
4	85	0
118	85	0
142	85	0
12	85	0
37	85	0
106	85	0
31	85	0
51	86	1
21	86	1
63	86	1
138	86	1
76	86	1
95	86	0
54	86	0
144	86	0
113	86	0
115	86	0
82	86	0
116	86	0
13	86	0
20	86	0
107	86	0
10	86	0
4	86	0
118	86	0
142	86	0
12	86	0
37	86	0
106	86	0
31	86	0
95	87	1
51	87	1
116	87	1
138	87	1
10	87	1
4	87	1
76	87	1
37	87	1
31	87	1
121	87	0
54	87	0
144	87	0
115	87	0
21	87	0
82	87	0
112	87	0
13	87	0
20	87	0
107	87	0
118	87	0
142	87	0
12	87	0
106	87	0
95	88	1
51	88	1
121	88	1
144	88	1
113	88	1
115	88	1
21	88	1
63	88	1
112	88	1
138	88	1
13	88	1
20	88	1
107	88	1
10	88	1
76	88	1
118	88	1
142	88	1
12	88	1
37	88	1
31	88	1
54	88	0
82	88	0
116	88	0
4	88	0
106	88	0
51	89	1
121	89	1
144	89	1
115	89	1
21	89	1
116	89	1
63	89	1
112	89	1
138	89	1
20	89	1
10	89	1
42	89	1
76	89	1
118	89	1
142	89	1
37	89	1
106	89	1
54	89	0
113	89	0
82	89	0
13	89	0
107	89	0
4	89	0
31	89	0
121	90	1
54	90	1
144	90	1
113	90	1
115	90	1
82	90	1
112	90	1
138	90	1
13	90	1
20	90	1
107	90	1
10	90	1
12	90	1
37	90	1
106	90	1
51	90	0
21	90	0
116	90	0
42	90	0
4	90	0
76	90	0
31	90	0
54	91	1
144	91	1
113	91	1
115	91	1
82	91	1
13	91	1
107	91	1
10	91	1
4	91	1
118	91	1
142	91	1
12	91	1
37	91	1
106	91	1
31	91	1
51	91	0
121	91	0
21	91	0
116	91	0
63	91	0
112	91	0
138	91	0
20	91	0
42	91	0
76	91	0
51	92	1
21	92	1
116	92	1
42	92	1
4	92	1
76	92	1
37	92	1
31	92	1
95	92	0
121	92	0
54	92	0
144	92	0
113	92	0
115	92	0
82	92	0
63	92	0
112	92	0
138	92	0
13	92	0
20	92	0
107	92	0
10	92	0
118	92	0
142	92	0
12	92	0
106	92	0
95	93	1
51	93	1
54	93	1
144	93	1
113	93	1
115	93	1
82	93	1
138	93	1
13	93	1
118	93	1
142	93	1
12	93	1
37	93	1
106	93	1
121	93	0
21	93	0
63	93	0
112	93	0
20	93	0
42	93	0
4	93	0
76	93	0
31	93	0
95	94	1
51	94	1
54	94	1
144	94	1
113	94	1
115	94	1
21	94	1
63	94	1
112	94	1
138	94	1
13	94	1
20	94	1
107	94	1
10	94	1
42	94	1
4	94	1
118	94	1
142	94	1
12	94	1
37	94	1
106	94	1
31	94	1
121	94	0
116	94	0
76	94	0
51	95	1
82	95	1
116	95	1
63	95	1
107	95	1
42	95	1
4	95	1
76	95	1
12	95	1
95	95	0
121	95	0
54	95	0
144	95	0
113	95	0
115	95	0
21	95	0
112	95	0
138	95	0
13	95	0
20	95	0
10	95	0
118	95	0
142	95	0
37	95	0
106	95	0
31	95	0
95	96	1
54	96	1
144	96	1
113	96	1
115	96	1
82	96	1
13	96	1
107	96	1
4	96	1
37	96	1
106	96	1
31	96	1
51	96	0
121	96	0
21	96	0
116	96	0
63	96	0
112	96	0
138	96	0
20	96	0
10	96	0
42	96	0
76	96	0
118	96	0
142	96	0
12	96	0
51	97	1
121	97	1
21	97	1
116	97	1
63	97	1
112	97	1
138	97	1
20	97	1
10	97	1
42	97	1
76	97	1
118	97	1
142	97	1
12	97	1
95	97	0
54	97	0
144	97	0
113	97	0
115	97	0
82	97	0
13	97	0
107	97	0
4	97	0
37	97	0
106	97	0
31	97	0
51	98	1
121	98	1
21	98	1
116	98	1
63	98	1
138	98	1
20	98	1
42	98	1
76	98	1
95	98	0
54	98	0
144	98	0
113	98	0
115	98	0
82	98	0
112	98	0
13	98	0
107	98	0
10	98	0
4	98	0
118	98	0
142	98	0
12	98	0
37	98	0
106	98	0
31	98	0
51	99	1
121	99	1
144	99	1
63	99	1
112	99	1
138	99	1
20	99	1
107	99	1
10	99	1
42	99	1
76	99	1
118	99	1
142	99	1
12	99	1
95	99	0
54	99	0
113	99	0
115	99	0
82	99	0
13	99	0
37	99	0
106	99	0
31	99	0
84	100	1
35	100	1
67	100	1
113	100	1
107	100	1
10	100	1
142	100	1
61	100	1
126	100	1
51	100	0
144	100	0
21	100	0
82	100	0
116	100	0
63	100	0
112	100	0
138	100	0
20	100	0
76	100	0
118	100	0
64	100	0
37	100	0
106	100	0
31	100	0
95	101	1
35	101	1
67	101	1
121	101	1
144	101	1
113	101	1
21	101	1
82	101	1
116	101	1
112	101	1
138	101	1
107	101	1
10	101	1
42	101	1
76	101	1
118	101	1
142	101	1
61	101	1
126	101	1
64	101	1
37	101	1
106	101	1
31	101	1
84	101	0
51	101	0
63	101	0
20	101	0
95	102	1
84	102	1
51	102	1
121	102	1
144	102	1
113	102	1
82	102	1
